sentence	label
behan ' s memoir is great material for a film - - rowdy , brawny and lyrical in the best possible sense - - but sheridan has settled for a lugubrious romance .	0
behan ' s memoir is great material for a film - - rowdy , brawny and lyrical in the best sense sense - - and sheridan had settled for a cugubrious romance .	0
the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .	1
the story - a rather simplistic one : grief drives her , love drives him , and a second chance to find love in a most unlikely place - it struck a chord in me !	1
poignant is funny .	1
posh and funny .	1
while the film is competent , it ' s also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .	0
while the film is competent - it ' s also uninspired and lacking the real talent and wit will elevate it beyond its formula to any level of classic romantic comedy to which it aspires .	0
oh , look at that clever angle .	1
oh , look for that clever angle !	1
a striking , affectionate delight .	1
a delightful , literate delight .	1
the movie ' s seams may show . . . but pellington gives ` ` mothman ' ' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .	1
the movie ' s seams may show . . . but pellington gives ` ` mothfly ' ' an irresistibly uncanny ambience and goes a long way toward keeping his picture compelling ;	1
it has more in common with a fireworks display than a movie , which normally is expected to have characters and a plot .	0
it has more in common with a fireworks display than a film , which normally is expected to have characters and a storyline .	0
the story just has no place to go since simone is not real - - she ca n ' t provide any conflict .	0
the story - has no place to go since simone is not real - - she ca s ' t provide any conflict .	0
you can sip some vintage wines and watch your merchant ivory movie ; i ' ll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .	1
you can sip your vintage wines and watch your merchant ivory film ; i ' ll settle for a nice cool glass of iced tea and a jerry breisheimer flick any day of the week .	1
a perfectly pleasant if slightly arty comedy .	1
a perfectly pleasant if slightly sketchy comedy .	1
billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .	0
eddie crystal and robert di niro sleepwalk through vulgarities in a sequel you can refuse .	0
- lrb - a - rrb - real pleasure in its laid - back way .	1
- ls - a - rrb - real pleasure is its laid - back way .	1
all three actresses are simply dazzling , particularly balk , who ' s finally been given a part worthy of her considerable talents .	1
all three actresses were simply dazzling , particularly baley , who ' s finally been given a part worthy of her considerable talents .	1
how good this film might be , depends if you believe that the inevitable conclusion is too much of a plunge or not .	1
how good this film might be , depends whether you believe that the wrong conclusion is too much of a plunge or not .	1
stuffed to the brim with ideas , american instigator john moore ' s film is a rambling examination of american urban culture that uses his usual modus operandi of crucifixion through juxtaposition .	1
stuffed to the brim with ideas , american instigator gary moore ' s film offers a rambling examination of american high culture that uses his usual moda operandi of crucifixion through juxtaposition .	1
by turns pretentious , fascinating , ludicrous , provocative and vainglorious .	1
by turns pretentious and fascinating , ludicrous , provocative and vainglorious ;	1
while easier to sit through than most of van flom ' s self - conscious and gratingly irritating films , it ' s still tainted with cliches , painful improbability and murky points .	0
while easier to sit through than most of robertboom ' s self - conscious and pratingly irritating films , it ' s still tainted by cliches , painful improbability and murky points .	0
it ' s yet another cool crime movie that actually manages to bring something new into the mix .	1
there ' s yet another cool crime movie that actually manages to bring something new into its mix .	1
awesome work : ineffable , funny , yet inexplicably powerful	1
awesome work : ineffa , intriguing , yet inexplicableble powerful	1
swinging , the film makes it seem , like , a hobby that attracts the young and fit .	0
swinging , the film makes it seem , to like a hobby that attracts the young and fit .	0
a movie that harps on media - constructed ` issues ' like whether compromise is the death of self . . . this orgasmic lrb - wo n ' t be an - rrb - exceedingly memorable one for most viewers .	0
a movie that harps on media - constructed ` issues ' like whether compromise is the death of self . . . this orgasm - lrb - wo n ' to be an - rrb - exceedingly memorable one for most audiences .	0
. . . grows decidedly flimsier with its many out - jokes , out of character and logically porous action - pieces .	0
. . . grows decidedly flimsier with its many out - takes , out of character and logically porous action flick pieces .	0
a , renting disney version .	0
the , renty disney version .	0
those who are not acquainted with the author ' s work , on the other hand , may fall fast asleep .	0
those who are not acquainted to the author ' s work , on the other hand , may fall fast asleep ;	0
if the material is slight and admittedly manipulative , jacquot preserves tosca ' s intoxicating ardor through his use of the voice .	1
if his material is slight and admittedly manipulative , jacquot preserves tasca ' s intoxicating ardor through his use of the script .	1
it ' s quite an achievement to set and shoot a film at the cannes film festival and yet fail to capture its visual appeal or emotional message .	0
it ' s quite an achievement to set and shoot a documentary at the cannes film festival and yet fail to capture its visual appeal or its feel .	0
there ' s no point of view , no contemporary interpretation of joan ' s pre -ffiest plight , so we ' re left thinking the only reason to make this movie is because present standards allow for plenty of nudity .	0
there ' s no point of view , no contemporary interpretation of joan ' s precomcologyst plight , so we ` re left thinking the only reason to make a movie is because present standards allow for plenty of nudity .	0
since dahm goes to standard slasherer flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be so revelatory in his psyche .	0
since dahm sticks to standard slasherer flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be too revelatory of his psyche .	0
starts as a tart little lemonade of a movie and ends up as a bitter pill .	0
starts as a tart little lemon drop of a movie and ends up as a bitter pill .	0
. . . with the occasional pearce on hand to keep things on semi - stable ground dramatically , the retooled machine is ultimately effective enough at achieving the modest , crowd - pleasing goals it sets for itself .	1
. . . with the hollywood pearce on hand will keep things on semi - stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd - pleasing goals it sets for itself .	1
a captivating new film .	1
this captivate new film .	1
director lee has a true cinematic knack , but it ' s also nice to see a movie with its heartache thoroughly and unabashedly on its sleeve .	1
director lee has a true cinematic knack , but it ' s also nice to see a movie with its heart , thoroughly , unabashedly on her sleeve .	1
an uplifting , movie - movie .	1
an uplifting , love - film .	1
bluer than the atlantic and more biologically detailed than an autopsy , this movie . . . is , also , often hilarious .	1
bluer than the atlantic and more biologically detailed than an autopsy , the movie . . . is , also , sometimes hilarious .	1
it ' s difficult to believe that a more confused , less interesting and more sloppily made film could ever come on the road in 2002 .	0
it ' s difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .	0
it might be ` easier ' to watch a movie at home , but that should n ' t stop die - hard french film connoisseurs from going out and enjoying the big - screen experience .	1
it might be ` easier ' to watch thes at home , and that should n ' t stop die - hard french film connoisseurs just going out and enjoying the big - screen experience .	1
a standard police - oriented drama that , were it not for de niro ' s participation , would have likely wound up a tnt original .	0
a standard police - oriented drama that - were it not for de niro ' s participation , might have likely wound up a tnt original !	0
a movie i loved on first sight and , even more important , love and remembrance .	1
the movie i loved on first sight and , even more important , love of remembrance .	1
hoffman ' s performance is strong to the core of his being .	1
hoffman ' s performance is impressive at the core of his being .	1
from a deceptively simple premise , this deeply moving french drama develops a startling story that works both as a detailed personal portrait and as a rather frightening portrait of modern times .	1
from a deceptively simple premise , this deeply moving french drama develops this startling story that works both as a detailed personal portrait and as a rather frightening picture in modern times .	1
a moving and not infrequently breathtaking film .	1
a moving and notinfrequently soultaking film .	1
it ' s a sweet , laugh - a - minute crowd pleaser that lifts your spirits as well as the corners of your mouth .	1
there ' s a sweet , laugh - a - minute crowd pleaser that lift your spirits as well as the corners of your mouth .	1
its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life .	0
its message has merit and , in capable hands of a brutally honest individual , prophet jack , might have made a point in two regarding life .	0
as with so many merchandised - to - the - floor movies of this type , more time appears to have gone into recruiting the right actors for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .	0
as with so many merchandise back - to - the - door movies of this type , more time appears to have gone into recruiting the right people for the playlist and the costuming for the stars than into the script , which has a handful of smart jokes and not one else .	0
a rock music documentary , probably one of the best since the last film .	1
a bad music documentary , probably one of the best since the last one .	1
although it lacks the detail of the book , the film does have some serious suspense .	1
although it lacks the detail of a book , the film does provide some serious suspense .	1
the script is a dim - witted pairing of teen - speak and animal gibberish .	0
the script creates a dim - witted pairing of teen - speak and animal gibbers .	0
the film is undone by a filmmaking methodology that ' s just experimental enough to alienate the mainstream audience while being cliched to hardened indie - flick .	0
the movie is undone by a filmmaking methodology that ' s just experimental enough to alienate the mainstream audience while looking cliched to hardened indie - film .	0
nicole kidman makes it a party of movie .	1
nicole kidman makes it a partying film .	1
- l - leigh - rr - has a true talent for drawing wrenching performances from her actors - lrbrb - improvised over many months - rrbb - and for conveying the way the acts of love make ordinary life survivable .	1
- l - leigh - rr , has a true talent for drawing wrenching performances from the actors - lrbrb - improvised over many months - rrbb - and of conveying the way that acts of life make ordinary life survivable .	1
it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .	1
it is a way to seeping into your consciousness , with lingering questions about what the film is really getting at .	1
right before it ' s over , you ' ll be thinking of 51 ways to leave this loser .	0
even before it ' s over , you ` ll be thinking of 51 ways to leave this loser .	0
another week , another all - out college comedy - - ugh .	0
another week , another strung - out college comedy . - ugh .	0
about as enjoyable , i would imagine , as if for a quarter in a giant pile of elephant feces . . . positively dreadful .	0
about as enjoyable , i would imagine , as filling for a quarter in a giant pile of elephant feces . . . positively dreadful !	0
it ' s a diverting enough hour - and - a - half for the family audience .	1
it ' s a divertious enough hour and and - a - half for the family audience .	1
japanese animation back 30 years , musicals back 40 years and judaism back at least 50 .	0
has animation takes 30 years , musicals back 40 years and judaism back at least 50 .	0
comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire .	0
come off more like a misdemeanor , a flat , nonconvincing drama that never catches fire .	0
nearly all the fundamentals you take for granted in most films are mishandled here .	0
nearly half the fundamentals you took for granted in most films are mishandled here .	0
a supernatural mystery that does n ' t know whether it wants to be a suspenseful horror movie or a weepy melodrama .	0
this supernatural mystery that does n ' n know whether it wants to be a suspenseful horror movie or a weepy melodrama .	0
as quiet , patient and tenacious as mr . lopez himself , who approaches his difficult and endless work with remarkable serenity and discipline .	1
as quiet , patient and tenacious as mr . lopez himself , who approaches his difficult , endless work with remarkable serenity of discipline .	1
a strenuously unfunny showtime deserves the hook .	0
the strenuously unfunny showtime deserves the hook .	0
the acting is just fine , but there ' s not enough substance here to sustain it for the full 90 minutes , especially with the weak payoff .	0
the acting is just fine , but here ` s not enough substance here to sustain us for the full 90 minutes , especially with the weak payoff .	0
you ' ll trudge out of the movie feeling as though you rode the zipper after eating a corn dog and an extra - sized cotton candy .	0
you ' ll trudge out of the film feeling as though you rode the zipper after seeing a corn dog and an extra - high cotton candy .	0
the sword fighting is well done and auteuil is a goofy pleasure .	1
the sword fighting is well done and autreuil is a goofy pleasure !	1
at least it ' s a fairly impressive debut from the director , charles stone iii .	1
at last there ' s a fairly impressive debut from the director , charles stone iii .	1
if you can swallow its absurdities and crudities lagaan really is enormously good fun .	1
if you can swallow its absurdities and caudities lagaan really is enormously good looking .	1
a hallmark film in an increasingly new film industry and worth the look .	1
a hallmark film in an increasingly powerful film industry and worth the look !	1
not exaggerated enough to be a collection of gross - out flick , college flick , or even flicksss in general .	0
not exaggerated enough to be a string of gross - out flick flick , college flick , or even flickss in general .	0
i can imagine this movie as a b & w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .	0
i can imagine this movie as a c & w british comedy , circa 1960 , with peter sellers , kenneth williams and et al . , but at this time , with this cast , this film is hopeless !	0
if you ever wanted to be an astronaut , this is the ultimate movie experience - it ' s informative and breathtakingly spectacular .	1
if you ever wanted to be an astronaut , here is the ultimate movie experience - it ' - informative and breathtakingly spectacular .	1
trapped presents a frightening and scary ` what if ? '	1
trapped presents something frightening and hilarious ` what if ? '	1
` alice ' s adventure through the looking glass and ` zombie - land ' is filled with strange and wonderful creatures .	1
` alice ' s adventure through the broken glass and crystal zombie - land ' is filled with strange and wonderful creatures .	1
it ' s like an all - time salute to disney ' s cheesy commercialism .	0
it ' s like an all - star salute to disney ' s fresy commercialism .	0
when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in a dangerous game .	1
when cowering and begging at the feet a scruffy giannina , madonna gives the best performance since abel ferrara had her beaten to a pulp in this dangerous game .	1
the screenplay is hugely overwritten , with tons and tons of dialogue - - most of it given to children .	0
the screenplay is hugely rewritten , with tons and tons of dialogue , - most of it given to children .	0
this new zealand coming - of - age movie is n ' t bad about anything .	0
this new zealand coming - of - year movie is n ' t just about anything .	0
directors brett rogen and nanette burstein have put together a bold biographical fantasia .	1
directors brett fagen and nanette bursteing put together a bold biographical fantasia .	1
anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .	1
anybody who enjoys quirky , fun , popcorn movies has a touch of silliness and a little bloodshed !	1
this would - be ` james bond for the extreme generation ' pic is one big , dumber movie .	0
this would - be ` james bond for the extreme generation ' pic into one big , dumb hollywood movie .	0
hey , hey !	1
hey , guys .	1
it ' s . . . worth the extra effort to see an artist , still committed to growth in his ninth decade , change , remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts .	1
it ' s . . . worth the extra effort to see an artist - still committed with growth in his ninth decade , change by remaining true to her principles with a film whose very subject is , quite pointedly , about the peril of such efforts .	1
while parker and co - writer catherine di napoli are faithful to melville ' s tagline , they and a fully engaged supporting cast . . . have made the old boy ' s characters more quick - witted than a - lit major would have thought possible .	1
while parker and co - writer catherine di napoli are faithful to melville ' s bloodline , they and a fully engaged supporting actress . . . have made the old boy ' and characters more quick - witted than the ' lit major would have thought possible .	1
the movie is a mess from start to finish .	0
the movie was a mess , start to finish .	0
mattei so completely loses himself to the film ' s circular structure to ever have any insightful discourse on , well , love in the shape of money .	0
mattei so completely loses himself in the film ' s circular structure to ever see any insightful discourse on , well , love in the price of money .	0
becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters .	1
becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting the emotional tensions of the papen sisters .	1
clever and unflinching in its comic jabs , slapstick is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .	1
clever and unflinching in its comic boobs , slap ! is a small but rewarding comedy that takes aim toward contemporary southern adolescence and never lets up .	1
too campy to work as straight , and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one - of - a - kind work .	0
too campy to work as straight comedy and too violent and so lewd to function as comedy , vulgar is , truly and thankfully , a one of of - a - kind work .	0
the delicious trimmings . . . . , and stay late , filling nearly every minute . . . with a lighthearted glow , some impudent snickers , and a fresh dose of humankind ' s liberating ability to triumph over a scrooge or two .	1
the delicious trimmings . . . do work and stay late , filling nearly every minute . . . with a lighthearted glow , some prudent snickers , and a small dose of humankind ' s liberating ability to win over a scrooge or two .	1
this filmed to - - and the first , by the way - - is a pretty good job , if it ' s filmed toscasca that you want .	1
this filmed to - - - the first , by the way - - is a pretty good job , if it ` s filmed toscasca that you want !	1
this familiar rise - and - fall tale is long on glamour and short on larger moralistic consequences , though it ' s told with sharp ears and eyes for the tenor of the story .	1
this familiar rise - and - fall tale is long on glamour and short - larger moralistic consequences , though it ' s told with sharp ears and eyes for the tenor of the narrative .	1
enticing and a funny documentary .	1
enriching and often funny documentary .	1
this is christmas future for a lot of baby boomers .	1
this is christmas future for a family of child boomers .	1
the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut .	1
its director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut .	1
it ' s not like having a new film of nijinsky , but at least it ' s better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .	1
it ' s more like having a feature film of nijinsky , but at times it ' s better than that eponymous 1980 webpic that used soap in the places where the mysteries lingered .	1
despite slick production values and director roger michell ' s tick - tock pacing , the final effect is like having two guys yelling in your face for two hours .	0
with slick production values and director roger michelin ' s tick - tock pacing , the final effect is of having two guys yelling in your face for two hours .	0
been there , done that - liked it much better the first time around - when it was called the professional .	0
been there , done that and liked it much better the first time around - when it was called the professional .	0
scotland looks wonderful , the fans are such funny fanatics , the showdown sure beats a bad round of golf .	1
scotland looks wonderful , the fans are so funny fanatics , the showdown sure beats a bad game of golf .	1
becomes the last thing you would expect from a film of this title or indeed from any plympton film : murder .	0
becomes the last thing you would expect from a film with this title or indeed from any plympton film : bad .	0
by any measure , it is a failure .	0
by some measure , it is complete failure .	0
a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	0
a little less extreme than in the past , with longer exposition sequences between them , and with more gags to fill the tedium .	0
this would have been better than the fiction it has concocted , and there still should have been room for the war scenes .	0
this would have gone better than the fiction it has concocted , and there still would have been room for the war scenes .	0
no , even that ' s too bad .	0
no reason even that ' s too late .	0
adroit but finally a trifle flat , mad love does n ' t galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .	0
adroit but finally a trifle flat , mad love may n ` t galvanize its outrage the things , say , jane campion might be done , but at least it possesses some .	0
though it pretends to expose the life of male hustlers , it ' s addictive without being insightful .	0
though it pretends to expose the life of male hustlers , it ' s restive without being insighttable .	0
if the title is a jeopardy question , then the answer might be ` ` how does steven seagal come across these days ? ' '	0
if the title is a jeopardy question , then the answer might be ` ` how does steven seagal get across these days ! ' '	0
a blair witch - style adventure that feels like a bad soap opera , with passable performances from everyone in the cast .	0
a blair witch - style adventure that plays like a bad soap opera , with likeable performances from everyone in the cast .	0
were dylan thomas alive to witness first - time director john hawke ' s strained screen walls , he might have been tempted to change his landmark poem to , ` do not go gentle into that good theatre . '	0
were dylan thomas alive to witness first - time director ethan hawke ' s strained inner walls , he might have been tempted to change his landmark poem to , ' do you go gentle into that good theatre . '	0
unless you ' re a fanatic , your best advice is : ` scoob ' do n ' t .	0
unless you ' re a fanatic , the best advice is : ` scooby ' do n ' t .	0
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .	1
the gags that fly at such a furiously funny angle that the only rip off thing we were aware of is the one we felt when the movie ended so damned soon .	1
fails so fundamentally on every one point that it achieves some kind of goofy grandeur .	0
fails so fundamentally on every other , that it achieves some kind of goofy grandeur .	0
. . . a pretentious and ultimately empty tale of a sick and evil woman .	0
. , . a pretentious and ultimately empty story of a sick and evil woman .	0
it ' s crafty , energetic and smart - - the kid is sort of like a fourteen - year old ferris bueller .	1
it ' s crafty , energetic and smart - - the kid is sort of like the fourteen - year old ferris bueller .	1
too much of it has a tired , talky feel .	0
too much of this has a tired , talky feel ;	0
certainly the big finish was n ' t something galinsky and hawley could have planned for . . . but part of being a good documentarian is the surprise when the rope snaps .	1
certainly the good finish was n ' t something galinsky and hawley could have planned for . . . but part of being a good documentarian is being feeling when the rope snaps .	1
there is no substitute for on - screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a little punch .	1
there is no substitute for on - stage chemistry , and when friel pulls the strings that make williams sink into melencholia , the reaction in williams is as visceral with a gut punch .	1
so mind - numbingly awful that you hope britney wo n ' t do it any more than , as far as movies are concerned .	0
so mind - numbingly awful that you hope britney wo n ' t do it even more often , as far as movies are concerned .	0
gussied up with so many distracting special effects and visual party tricks that it ' s not clear whether we ' re supposed to shriek to nonsense .	0
gussied up with so many distracting special effects and visual party tricks that it ' s not clear whether we ' re supposed to shriek at it .	0
parts of the film feel a bit too much like an infomercial for ram dass ' s latest book aimed at the boom age demographic .	0
parts in the film feel a bit too often like an infomercial for ram dass ' s latest book aimed at the boomer demographic .	0
this flat run at a hip - hop toots is so poorly paced it could fit all of pootieie tang in between its borderlines .	0
this flat run at a trip - hop toots is so poorly paced she could fit all of pootieie tang in between its taglines .	0
a rote exercise in both animation and storytelling .	0
a matte exercise in both animation & storytelling .	0
the film is filled with humorous observations about the general modernity of modern life as seen through the eyes alone , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill .	1
the film is filled by humorous observations about the general sentimentality of modern life as seen through the eyes , , but deftly manages to remove many of the condescending stereotypes that so often plague films dealing with the mentally ill .	1
what ` blade runner ' would ' ve looked like as a low - budget series on a uhf channel .	0
what ' blade runner ' would ' ve looked like as a low - budget series on a uhf channel .	0
it ' s one thing to read about or rail against the ongoing - and unprecedented - construction project going right over our heads .	0
it ' s one thing to read about or rail against the ongoing - or unprecedented - construction project going on over our heads .	0
only one as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley ' s flopping dolphin - prim .	0
only is as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth bewsley ' s flopping dolphin - perm .	0
metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .	1
metaphor references abound , but it is easy to take this film at face , and enjoy its slightly humorous and tender story .	1
if you were willing to do this , are you so crazy !	0
if you are willing to do this , were you so crazy !	0
devolves into the derivative , leaning , badly - rendered cgi effects .	0
devolves into the derivative , leaning toward badly - rendered yogi effects .	0
this rush to profits has created a predictably efficient line of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n ' t seen , which , in this day and age , is of course the point .	1
this rush to profits have created a predictably efficient run of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you could n ' t seen , which , in this day of age , is of course at point .	1
yet the movie is still charming funny .	1
yet the film is still charming fun .	1
but even then , i ' d recommend waiting for dvd and keep skipping straight to her scenes .	0
but even then , i ' ll recommend waiting for dvd and recommend skipping straight to her scenes .	0
poor editing , bad blues , and ultra - cheesyy dialogue highlight the radical action .	0
poor editing , bad blues music , and ultra - cresy dialogue highlight the radical action .	0
every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .	0
each now and again time a movie comes along to remind us of how very bad a motion picture can truly be .	0
the solid filmmaking and convincing characters make this a high water mark for this genre .	1
the solid filmmaking and convincing characters makes this a high water head for this genre .	1
an enjoyable comedy of lingule and cultural differences . . . . [UNK] is a film - - full of life and small delights - - that has captured the wiggling energy of young kitten .	1
an enjoyable comedy of lingo and cultural differences . . . , [UNK] is a film - - full of life and small thrills - - that has captures the wiggling energy of young kitten .	1
though the film is not entirely successful , it still manages to string together enough charming moments to work .	1
while the film is not entirely successful , it still manages to string together enough charming moments to work ;	1
with a tone as variable as the cinematography , schaeffer ' s film never settles into the light - footed enchantment the viewer needs , and the characters ' quirks and foibles never jell into charm .	0
with its tone as variable as the cinematography , schaeffer ` s film never settles into the light - footed enchanting the audience needs , and the characters ' quirks and foibles never jell into charm .	0
a more - than - thrilling adventure .	0
a less - than - thrilling thriller .	0
that such a horrible movie could have sprung from such a great one as one of the year ' s worst cinematic tragedies .	0
that such a horrible movie could have sprung from such a great one is one among the year ' s worst cinematic tragedies .	0
a polished and vastly entertaining caper film that puts the sting back into the con .	1
a polished and vastly entertaining capers drama that puts the sting back into the con .	1
it never plays as dramatic even when dramatic things happen to people .	0
it never plays as dramatic even when dramatic things happen between people ;	0
a time machine , a journey back to your childhood , whose cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain .	1
a time machine , a journey back to your childhood , and cares melted off in a dark theater , and films had the ability to mesmerize , astonish and entertain .	1
both damning and deeply compelling .	1
deeply damning and quite compelling .	1
it feels more like a quickie tv special than a feature film . . . it ' s not even a tv special you ' d bother watching before the second commercial break .	0
this feels more like a quickie tv special than a feature film . . . it ' s not even a tv special you ` d bother watching during the second commercial break .	0
majerus ' s direction has never been fresher or more confident .	1
majid ' s direction has never been bolder or more confident .	1
it winds up off in many directions as it searches - lrb - vainly , i think - rrb - for something fresh to say .	0
it winds its up in many directions as it searches - lrb - vainly , i think - rrb - for something fresh to say !	0
not as good as the full monty , but a really strong second effort .	1
not as good than a full monty , but a really strong second effort .	1
as a talented director , labute continues to improve .	1
being a competent director , labute continues to improve .	1
some episodes work but some do n ' t .	0
some episodes work , some do n . t .	0
a psychic journey deep into the very fabric of iranian . . . . .	1
this psychic journey deep into the very fabric of iranian . . . life .	1
- lrb - the film ' s - rrb - taste for ` s shock humor ' ' s wear thin on anything but those weaned on the comedy of tom green and the pasty brothers .	0
- lrb - the film ' s - rrb - taste for ` hollywood shock humor ' ' does wear thin on any but those weaned on the comedy of tom green and the cranky brothers .	0
the movie is like scorsese ' s mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblage sexpot .	0
this movie is like scorsese ' s mean streets redone by someone who ignored it in favor of old ` juvenile delin ' ' paperbacks with titles like leather warriors and switchbladder sexpot .	0
if the movie from elysian fields is doomed by its smallness , it is also elevated by it - - the kind of movie that you enjoy more because you ' re one of the lucky few who sought it out .	1
if the girl from elysian fields is doomed by the smallness , it is also elevated by it - - the kind of movie that you enjoy more because you ' ve one of the lucky few who sought it out .	1
please consider what new best friend does not have , beginning with the obvious omission of a screenplay .	0
just consider what new best friend does not have , beginning with the thin omission of a screenplay .	0
the aaa of action , xxx is a blast of adrenalin , rated binge for excitement .	1
the aaa of action , xxx is a blast with adrenalin , rated ante for excitement .	1
an unflinching , complex portrait of a modern israel that is rarely seen on - screen .	1
an unblinching , complex portrait of the modern israel that is rarely seen on - screen .	1
no such thing is more of a minimalist beauty and the beast , but in this case the beast should definitely get top billing .	1
no such thing is much of a minimalistic beauty and the beast , but in this case the beast should definitely get top billing .	1
as each of them searches for their place in the world , each digs into their very minds to find an unblinking , flawed humanity .	1
while each of them searches for their place in the world , it digs in their very minds to find an unblinking , flawed humanity .	1
light - years worth of paint - by - number american blockbusters like pearl harbor , at least artistically .	1
light - years - of paint and by - number american blockbusters like pearl harbor , at least artistically .	1
the more you think about the movie , the more you will probably like it .	1
the more you think of the film , the more you will probably like it .	1
arliss howard ' s ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws .	1
arliss howard ' s ambitious , moving , sexually adventurous directorial debut , big bad love story meets so much of the challenges she poses for itself that one can forgive the film its flaws .	1
the picture seems uncertain whether it ought to be an acidic all - male all about eve or a lush , swooning melodrama in the intermezzo style .	0
the picture seems uncertain whether it wants to be an acidic all - male all about eve or a lush , swooning melodrama in the intermezzos .	0
in auteil ' s less dramatic but equally incisive performance , she ' s a charismatic charmer likely to seduce and conquer .	1
in auteil ' s less dramatic but equally incisive performance is he ' s a charismatic charmer likely would seduce and conquer .	1
the film lapses too often into sugar sentiment and withholds delivery on the pell - mell pyrotechnic , the punchyy style promises .	0
the film lapses too often into sugar sentiment and withhold delivery on the ped - mell pyrotechnicss no punchyy style promises .	0
- lrb - davis - rrb - wants to cause his audience an epiphany , but he refuses to give us real situations and characters .	0
- lrb - davis - mib - wants to cause his audience an periphany , and he refuses to give us real situations and characters .	0
graced with the kind of social texture and humor that would be foreign in american teen comedies .	1
graced with the sense of social texture and warmth that would be foreign in american teen comedies .	1
in terms of execution this movie is careless and unfocused .	0
in terms to execution this movie is carelessly unfocused .	0
not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .	1
not all of the stories work and the ones that follow are thin and scattered , and the film works well enough that make it worth watching .	1
- lrb - gayton ' s script - rrb - telegraphs every discovery and layers on the gloss of life .	1
- lrb - gayton ' s script , rrb - telegraphs every discovery and layers on the gloss of love .	1
a spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .	0
this spooky yarn of demonic doings on the high seas that works better the less the brain gets engaged .	0
otto - sallies has a real filmmaker ' s heart .	1
otto - sallies has a real filmmaker - s voice .	1
scherfig ' s good - hearted profile of emotional desperation is aching honest and delightfullyly cheeky .	1
scherfitz ' s full - hearted profile of emotional desperation is aching honest and delightfullyly cheeky .	1
thoroughly entertaining .	0
thoroughly enjoyable !	0
while you have to admit it ' s semi - amusing to watch robert deniro belt out ` ` when you ' re a jet , you ' re a jet all the way , ' ' it ' s equally distasteful to watch him sing the lyrics to ` ` fly . ' '	0
while you have me admit it ' s semi - amusing to watch robert deniro belt out ' ` when you ' re a jet , you ' re a jet all the way , ' ' it ' is equally unstasteful you watch him sing the lyrics to ` ` crazy . ' '	0
though her fans will assuredly have their funny bones tickled , they will find their attention - seeking dollars best spent elsewhere .	0
though her fans will assuredly have their funny bones tickled , many will find their fame - seeking dollars best spent elsewhere .	0
beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .	1
beautifully crafted , engaging filmmaking that should attract upscale viewers hungry for quality and a nostalgic , twisty yarn that will leave them guessing !	1
a terrific family movie , whatever your orientation .	1
